tim_day,username,start_date,end_date,country,site,department,division,function
2025-08-01,user_0717,2021-11-08,,Brazil,MLB,Catalog,Marketplace,Coordinator
2025-02-01,user_0035,2024-02-04,,Uruguay,MLU,Treasury,Finance,Finance Manager
2025-06-01,user_0740,2018-04-13,,Brazil,MLB,Operations,Shipping,Supervisor
2025-04-01,user_0126,2024-09-11,,Brazil,MLB,Compensation,People,HR Analyst
2025-10-01,user_0284,2018-09-17,,Argentina,MLA,GMV Analytics,Marketplace,Manager
2025-10-01,user_0792,2021-01-24,2025-10-30,Brazil,MLB,Digital Marketing,Marketing,Analyst
2025-11-01,user_0326,2025-01-05,,Uruguay,MLU,Buyers Experience,Marketplace,Senior Analyst
2025-07-01,user_0045,2025-04-09,,Argentina,MLA,Infrastructure,IT,Software Engineer
2025-01-01,user_0725,2021-09-25,,Mexico,MLM,Digital Marketing,Marketing,Analyst
2025-04-01,user_0252,2024-06-17,,Colombia,MCO,GMV Analytics,Marketplace,Senior Analyst
2025-10-01,user_0227,2025-09-29,,Brazil,MLB,Buyers Experience,Marketplace,Senior Analyst
2025-06-01,user_0220,2024-04-16,,Ecuador,MEC,FP&A,Finance,Senior Analyst
2025-07-01,user_0223,2023-06-26,,Ecuador,MEC,SOX Compliance,Internal Audit,Audit Manager
2025-11-01,user_0362,2018-04-17,,Argentina,MLA,Compliance,Risk & Compliance,Compliance Officer
2025-09-01,user_0231,2020-02-03,,Uruguay,MLU,Sellers Growth,Marketplace,Coordinator
2025-08-01,user_0175,2020-08-31,,Mexico,MLM,Fulfillment,Shipping,Representative
2025-03-01,user_0050,2022-07-31,,Mexico,MLM,Product Design,Products,Product Analyst
2025-01-01,user_0120,2020-12-09,,Brazil,MLB,Agency,Advertising,Manager
2025-11-01,user_0703,2022-07-05,,Mexico,MLM,Product Design,Products,UX Designer
2025-02-01,user_0066,2022-09-23,,Argentina,MLA,Publisher,Advertising,Account Manager
2025-10-01,user_0387,2025-07-18,,Venezuela,MLV,Operations,Shipping,Supervisor
2025-07-01,user_0415,2021-11-04,,Mexico,MLM,Operations,Shipping,Coordinator
2025-06-01,user_0788,2024-08-05,2025-07-13,Mexico,MLM,Treasury,Finance,Financial Analyst
2025-12-01,user_0533,2019-09-05,,Colombia,MCO,Operations,Shipping,Supervisor
2025-04-01,user_0140,2024-06-09,,Peru,MPE,Last Mile,Shipping,Representative
2025-08-01,user_0179,2019-03-01,,Brazil,MLB,Sellers Growth,Marketplace,Manager
2025-10-01,user_0566,2024-02-02,,Brazil,MLB,Tax,Finance,Controller
2025-12-01,user_0364,2020-06-17,,Brazil,MLB,Product Management,Products,Product Manager
2025-07-01,user_0445,2025-07-01,,Argentina,MLA,Brand,Advertising,Senior Analyst
2025-06-01,user_0428,2022-08-06,,Mexico,MLM,Performance,Advertising,Account Manager
2025-12-01,user_0403,2021-01-07,,Colombia,MCO,Credit,Fintech,Senior Analyst
2025-03-01,user_0158,2019-12-08,2025-09-13,Argentina,MLA,Security,IT,Data Engineer
2025-05-01,user_0751,2021-03-24,,Brazil,MLB,Fraud Prevention,Fintech,Analyst
2025-04-01,user_0652,2020-07-05,2025-06-13,Chile,MLC,Content,Marketing,Specialist
2025-12-01,user_0599,2025-07-17,,Chile,MLC,Treasury,Finance,Financial Analyst
2025-04-01,user_0204,2018-09-03,,Mexico,MLM,DevOps,IT,Analyst
2025-02-01,user_0087,2020-12-19,,Argentina,MLA,Product Design,Products,UX Designer
2025-09-01,user_0246,2022-04-16,,Argentina,MLA,Buyers Experience,Marketplace,Coordinator
2025-12-01,user_0423,2019-06-22,,Ecuador,MEC,Brand,Advertising,Manager
2025-11-01,user_0233,2023-04-02,,Argentina,MLA,Product Analytics,Products,UX Designer
2025-10-01,user_0380,2025-03-26,,Argentina,MLA,SOX Compliance,Internal Audit,Audit Manager
2025-09-01,user_0123,2019-07-10,,Argentina,MLA,Brand,Advertising,Senior Analyst
2025-11-01,user_0314,2021-04-13,,Venezuela,MLV,Compliance,Risk & Compliance,Senior Analyst
2025-08-01,user_0699,2023-01-15,,Brazil,MLB,Last Mile,Shipping,Representative
2025-09-01,user_0002,2023-09-01,,Brazil,MLB,Logistics,Shipping,Representative
2025-10-01,user_0200,2024-11-21,,Brazil,MLB,Product Management,Products,UX Designer
2025-03-01,user_0245,2018-10-10,,Brazil,MLB,Logistics,Shipping,Supervisor
2025-02-01,user_0271,2023-02-24,,Argentina,MLA,Data Engineering,IT,Analyst
2025-06-01,user_0392,2019-09-05,2025-11-29,Brazil,MLB,Brand,Advertising,Account Manager
2025-07-01,user_0487,2024-08-12,,Chile,MLC,Catalog,Marketplace,Senior Analyst
2025-02-01,user_0257,2018-11-20,,Mexico,MLM,Buyers Experience,Marketplace,Manager
2025-01-01,user_0794,2018-03-18,,Brazil,MLB,Fulfillment,Shipping,Supervisor
2025-08-01,user_0783,2022-05-23,,Chile,MLC,AML,Risk & Compliance,Senior Analyst
2025-09-01,user_0048,2019-04-19,,Argentina,MLA,DevOps,IT,Manager
2025-09-01,user_0237,2022-01-12,,Colombia,MCO,GMV Analytics,Marketplace,Senior Analyst
2025-09-01,user_0640,2018-12-22,,Colombia,MCO,Brand Strategy,Marketing,Analyst
2025-08-01,user_0477,2021-11-09,,Brazil,MLB,Credit Risk,Risk & Compliance,Manager
2025-04-01,user_0102,2020-02-12,,Mexico,MLM,Fulfillment,Shipping,Manager
2025-09-01,user_0234,2025-06-22,,Argentina,MLA,Brand Strategy,Marketing,Senior Analyst
2025-08-01,user_0739,2018-05-23,,Mexico,MLM,Last Mile,Shipping,Coordinator
2025-09-01,user_0755,2020-01-21,,Argentina,MLA,Product Design,Products,UX Designer
2025-04-01,user_0701,2025-01-26,,Uruguay,MLU,UX Research,Products,UX Designer
2025-08-01,user_0696,2019-12-25,,Peru,MPE,Fulfillment,Shipping,Analyst
2025-02-01,user_0791,2021-05-02,,Venezuela,MLV,Infrastructure,IT,Analyst
2025-11-01,user_0728,2023-05-14,,Colombia,MCO,GMV Analytics,Marketplace,Senior Analyst
2025-10-01,user_0256,2018-08-25,,Mexico,MLM,Security,IT,Software Engineer
2025-02-01,user_0361,2022-01-10,,Uruguay,MLU,Brand,Advertising,Account Manager
2025-01-01,user_0774,2024-09-02,,Uruguay,MLU,GMV Analytics,Marketplace,Senior Analyst
2025-04-01,user_0334,2018-12-04,,Mexico,MLM,Agency,Advertising,Account Manager
2025-08-01,user_0373,2021-07-27,,Ecuador,MEC,Compensation,People,HR Analyst
2025-10-01,user_0061,2025-08-04,,Brazil,MLB,Fulfillment,Shipping,Manager
2025-08-01,user_0512,2018-01-22,,Mexico,MLM,Product Design,Products,UX Designer
2025-06-01,user_0733,2018-04-03,,Brazil,MLB,Buyers Experience,Marketplace,Senior Analyst
2025-05-01,user_0351,2020-08-14,2025-05-15,Argentina,MLA,Security,IT,Analyst
2025-09-01,user_0263,2021-09-13,,Mexico,MLM,AML,Risk & Compliance,Manager
2025-03-01,user_0752,2018-10-01,,Chile,MLC,Payments,Fintech,Manager
2025-11-01,user_0370,2021-10-10,,Peru,MPE,L&D,People,Manager
2025-01-01,user_0685,2021-03-06,,Brazil,MLB,Catalog,Marketplace,Manager
2025-08-01,user_0205,2021-07-31,,Mexico,MLM,Operations,Shipping,Analyst
2025-06-01,user_0333,2018-02-26,,Brazil,MLB,Catalog,Marketplace,Lead
2025-01-01,user_0786,2024-08-24,2025-03-06,Argentina,MLA,UX Research,Products,UX Designer
2025-10-01,user_0160,2024-04-04,,Chile,MLC,GMV Analytics,Marketplace,Analyst
2025-03-01,user_0352,2023-01-16,,Brazil,MLB,Data Engineering,IT,Software Engineer
2025-03-01,user_0138,2022-09-29,,Mexico,MLM,Compliance,Risk & Compliance,Risk Analyst
2025-03-01,user_0665,2022-01-15,,Chile,MLC,Performance,Advertising,Account Manager
2025-06-01,user_0713,2018-10-18,,Ecuador,MEC,Sellers Growth,Marketplace,Coordinator
2025-08-01,user_0383,2024-09-24,,Mexico,MLM,Insurance,Fintech,Analyst
2025-09-01,user_0497,2025-01-23,,Mexico,MLM,Credit,Fintech,Risk Analyst
2025-11-01,user_0688,2021-08-17,,Brazil,MLB,Publisher,Advertising,Account Manager
2025-07-01,user_0228,2019-07-18,2025-11-09,Brazil,MLB,GMV Analytics,Marketplace,Coordinator
2025-02-01,user_0131,2018-05-08,2025-10-04,Mexico,MLM,Talent Acquisition,People,HR Business Partner
2025-05-01,user_0022,2023-06-12,,Uruguay,MLU,Data Engineering,IT,Manager
2025-07-01,user_0207,2024-11-25,,Argentina,MLA,Sellers Growth,Marketplace,Manager
2025-02-01,user_0007,2022-02-03,,United States,USA,Data Engineering,IT,DevOps Engineer
2025-07-01,user_0197,2022-08-05,,Brazil,MLB,Internal Audit,Internal Audit,Senior Auditor
2025-12-01,user_0048,2019-04-19,,Argentina,MLA,DevOps,IT,Manager
2025-11-01,user_0484,2018-12-02,,Argentina,MLA,Payments,Fintech,Senior Analyst
2025-02-01,user_0162,2022-03-23,,Chile,MLC,UX Research,Products,Product Manager
2025-04-01,user_0703,2022-07-05,,Mexico,MLM,Product Design,Products,UX Designer
2025-12-01,user_0674,2018-07-31,,Mexico,MLM,Catalog,Marketplace,Lead
2025-08-01,user_0158,2019-12-08,2025-09-13,Argentina,MLA,Security,IT,Data Engineer
2025-03-01,user_0205,2021-07-31,,Mexico,MLM,Operations,Shipping,Analyst
2025-04-01,user_0678,2019-09-24,,Peru,MPE,Logistics,Shipping,Coordinator
2025-04-01,user_0666,2025-01-09,,United States,USA,UX Research,Products,Product Manager
2025-07-01,user_0064,2024-12-23,,Chile,MLC,Infrastructure,IT,DevOps Engineer
2025-06-01,user_0672,2023-04-06,,Brazil,MLB,Logistics,Shipping,Manager
2025-10-01,user_0342,2022-09-14,,Argentina,MLA,Sellers Growth,Marketplace,Lead
2025-02-01,user_0098,2018-02-26,,Chile,MLC,Buyers Experience,Marketplace,Senior Analyst
2025-07-01,user_0382,2018-07-23,,Colombia,MCO,Insurance,Fintech,Manager
2025-12-01,user_0540,2021-01-16,,Argentina,MLA,Insurance,Fintech,Specialist
2025-12-01,user_0733,2018-04-03,,Brazil,MLB,Buyers Experience,Marketplace,Senior Analyst
2025-08-01,user_0420,2021-11-11,,Brazil,MLB,Buyers Experience,Marketplace,Senior Analyst
2025-12-01,user_0081,2023-06-07,,Colombia,MCO,HR Business Partner,People,Recruiter
2025-07-01,user_0569,2024-12-15,,Argentina,MLA,Sellers Growth,Marketplace,Lead
2025-07-01,user_0397,2021-08-07,,United States,USA,Insurance,Fintech,Risk Analyst
2025-01-01,user_0726,2021-10-07,,Colombia,MCO,UX Research,Products,Product Manager
2025-09-01,user_0770,2018-06-16,2025-10-11,Mexico,MLM,Publisher,Advertising,Manager
2025-01-01,user_0526,2024-01-27,,Colombia,MCO,Sellers Growth,Marketplace,Coordinator
2025-11-01,user_0628,2019-05-15,,Brazil,MLB,Logistics,Shipping,Analyst
2025-06-01,user_0270,2020-02-26,,Uruguay,MLU,Sellers Growth,Marketplace,Lead
2025-04-01,user_0374,2018-11-15,,Brazil,MLB,AML,Risk & Compliance,Senior Analyst
2025-10-01,user_0693,2022-07-13,,Chile,MLC,FP&A,Finance,Controller
2025-03-01,user_0397,2021-08-07,,United States,USA,Insurance,Fintech,Risk Analyst
2025-02-01,user_0096,2020-02-08,,Argentina,MLA,Brand,Advertising,Account Manager
2025-02-01,user_0198,2018-08-15,,Chile,MLC,Operations,Shipping,Coordinator
2025-05-01,user_0727,2024-04-07,,Argentina,MLA,Brand,Advertising,Manager
2025-07-01,user_0252,2024-06-17,,Colombia,MCO,GMV Analytics,Marketplace,Senior Analyst
2025-06-01,user_0380,2025-03-26,,Argentina,MLA,SOX Compliance,Internal Audit,Audit Manager
2025-03-01,user_0199,2023-10-27,,Argentina,MLA,Buyers Experience,Marketplace,Manager
2025-07-01,user_0664,2022-07-22,,Peru,MPE,Fraud Prevention,Fintech,Manager
2025-04-01,user_0354,2021-12-28,,Brazil,MLB,Infrastructure,IT,Data Engineer
2025-02-01,user_0344,2023-02-14,2025-05-14,Peru,MPE,Security,IT,Analyst
2025-03-01,user_0425,2019-05-22,,Chile,MLC,Sellers Growth,Marketplace,Coordinator
2025-07-01,user_0668,2024-03-11,,Chile,MLC,HR Business Partner,People,Manager
2025-04-01,user_0150,2019-03-10,,United States,USA,Catalog,Marketplace,Manager
2025-08-01,user_0656,2023-05-30,,Argentina,MLA,Operations,Shipping,Supervisor
2025-07-01,user_0590,2023-05-24,,Brazil,MLB,Fulfillment,Shipping,Coordinator
2025-12-01,user_0501,2018-10-09,,Chile,MLC,Insurance,Fintech,Risk Analyst
2025-07-01,user_0428,2022-08-06,,Mexico,MLM,Performance,Advertising,Account Manager
2025-10-01,user_0042,2020-08-27,,Brazil,MLB,Catalog,Marketplace,Lead
2025-09-01,user_0466,2021-11-18,,Ecuador,MEC,Product Analytics,Products,Product Manager
2025-04-01,user_0216,2018-03-10,,Argentina,MLA,DevOps,IT,Manager
2025-06-01,user_0056,2023-10-23,,Chile,MLC,Sellers Growth,Marketplace,Coordinator
2025-07-01,user_0368,2021-10-27,,Brazil,MLB,Publisher,Advertising,Senior Analyst
2025-07-01,user_0214,2023-10-29,,Mexico,MLM,Buyers Experience,Marketplace,Manager
2025-08-01,user_0168,2023-03-07,,Mexico,MLM,Security,IT,Manager
2025-11-01,user_0755,2020-01-21,,Argentina,MLA,Product Design,Products,UX Designer
2025-09-01,user_0392,2019-09-05,2025-11-29,Brazil,MLB,Brand,Advertising,Account Manager
2025-01-01,user_0153,2023-07-17,,Brazil,MLB,Credit Risk,Risk & Compliance,Senior Analyst
2025-07-01,user_0127,2020-08-12,,Brazil,MLB,CRM,Marketing,Senior Analyst
2025-01-01,user_0761,2019-05-01,,Colombia,MCO,Last Mile,Shipping,Representative
2025-06-01,user_0157,2023-05-03,,Venezuela,MLV,Tax,Finance,Senior Analyst
2025-11-01,user_0562,2024-07-08,,Mexico,MLM,Operations,Shipping,Representative
2025-10-01,user_0166,2025-07-06,,Brazil,MLB,Buyers Experience,Marketplace,Coordinator
2025-11-01,user_0317,2018-11-06,,Chile,MLC,Publisher,Advertising,Account Manager
2025-12-01,user_0472,2022-11-09,,Brazil,MLB,Fraud Prevention,Fintech,Risk Analyst
2025-09-01,user_0178,2018-06-28,,Venezuela,MLV,Brand,Advertising,Account Manager
2025-05-01,user_0315,2022-08-13,,Peru,MPE,Internal Audit,Internal Audit,Internal Auditor
2025-08-01,user_0129,2019-12-15,,Brazil,MLB,Operations,Shipping,Supervisor
2025-04-01,user_0328,2021-12-10,,Brazil,MLB,Sellers Growth,Marketplace,Lead
2025-08-01,user_0232,2019-03-16,,Ecuador,MEC,FP&A,Finance,Finance Manager
2025-11-01,user_0745,2022-10-18,,Brazil,MLB,Payments,Fintech,Manager
2025-04-01,user_0248,2024-02-09,,United States,USA,Data Engineering,IT,Analyst
2025-06-01,user_0307,2022-04-22,,Mexico,MLM,Data Engineering,IT,DevOps Engineer
2025-10-01,user_0536,2025-03-04,,Argentina,MLA,Compliance,Risk & Compliance,Manager
2025-08-01,user_0241,2023-09-02,,Argentina,MLA,FP&A,Finance,Financial Analyst
2025-07-01,user_0384,2020-12-21,2020-11-08,Peru,MPE,Fraud Prevention,Fintech,Risk Analyst
2025-12-01,user_0602,2020-08-25,,Colombia,MCO,GMV Analytics,Marketplace,Manager
2025-04-01,user_0796,2019-08-29,,Uruguay,MLU,Talent Acquisition,People,Recruiter
2025-10-01,user_0572,2018-05-11,,Brazil,MLB,Sellers Growth,Marketplace,Coordinator
2025-03-01,user_0616,2018-07-21,,Mexico,MLM,Internal Audit,Internal Audit,Audit Manager
2025-07-01,user_0493,2022-02-05,,Colombia,MCO,Operational Risk,Risk & Compliance,Compliance Officer
2025-05-01,user_0425,2019-05-22,,Chile,MLC,Sellers Growth,Marketplace,Coordinator
2025-12-01,user_0139,2020-05-21,,United States,USA,Compliance,Risk & Compliance,Risk Analyst
2025-02-01,user_0456,2019-10-22,,Brazil,MLB,UX Research,Products,Product Analyst
2025-11-01,user_0290,2018-10-11,,Ecuador,MEC,Performance,Advertising,Account Manager
2025-12-01,user_0507,2025-04-16,,Chile,MLC,Data Engineering,IT,Manager
2025-05-01,user_0334,2018-12-04,,Mexico,MLM,Agency,Advertising,Account Manager
2025-03-01,user_0323,2019-01-25,2025-10-03,Brazil,MLB,UX Research,Products,Researcher
2025-07-01,user_0701,2025-01-26,,Uruguay,MLU,UX Research,Products,UX Designer
2025-09-01,user_0353,2020-12-21,,Mexico,MLM,Security,IT,Manager
2025-07-01,user_0289,2020-01-07,,Argentina,MLA,Buyers Experience,Marketplace,Lead
2025-05-01,user_0145,2020-06-01,,Brazil,MLB,Product Analytics,Products,Researcher
2025-02-01,user_0036,2019-03-01,,United States,USA,Product Design,Products,Product Analyst
2025-03-01,user_0676,2024-10-09,,Brazil,MLB,Insurance,Fintech,Analyst
2025-10-01,user_0499,2020-06-06,,Ecuador,MEC,Credit Risk,Risk & Compliance,Manager
2025-04-01,user_0765,2021-02-10,,Uruguay,MLU,GMV Analytics,Marketplace,Analyst
2025-12-01,user_0563,2019-01-10,,Mexico,MLM,Logistics,Shipping,Coordinator
2025-09-01,user_0767,2019-02-09,,Colombia,MCO,HR Business Partner,People,HR Analyst
2025-09-01,user_0751,2021-03-24,,Brazil,MLB,Fraud Prevention,Fintech,Analyst
2025-01-01,user_0117,2022-02-07,,Argentina,MLA,Operations,Shipping,Coordinator
2025-03-01,user_0620,2022-04-23,,Brazil,MLB,Last Mile,Shipping,Representative
2025-11-01,user_0369,2019-08-04,,Peru,MPE,Payments,Fintech,Senior Analyst
2025-03-01,user_0577,2022-10-16,,Colombia,MCO,Brand Strategy,Marketing,Specialist
2025-11-01,user_0572,2018-05-11,,Brazil,MLB,Sellers Growth,Marketplace,Coordinator
2025-09-01,user_0023,2022-07-26,,Ecuador,MEC,Fulfillment,Shipping,Manager
2025-11-01,user_0638,2025-03-18,,Mexico,MLM,GMV Analytics,Marketplace,Manager
2025-11-01,user_0345,2023-07-14,,Argentina,MLA,Infrastructure,IT,DevOps Engineer
2025-08-01,user_0415,2021-11-04,,Mexico,MLM,Operations,Shipping,Coordinator
2025-06-01,user_0664,2022-07-22,,Peru,MPE,Fraud Prevention,Fintech,Manager
2025-01-01,user_0729,2020-12-31,,Peru,MPE,CRM,Marketing,Marketing Manager
2025-09-01,user_0349,2018-12-14,,Mexico,MLM,Brand Strategy,Marketing,Specialist
2025-12-01,user_0229,2021-03-22,,United States,USA,Catalog,Marketplace,Coordinator
2025-08-01,user_0482,2025-05-07,,Mexico,MLM,DevOps,IT,Software Engineer
2025-07-01,user_0129,2019-12-15,,Brazil,MLB,Operations,Shipping,Supervisor
2025-04-01,user_0618,2024-02-17,2025-08-31,Chile,MLC,Sellers Growth,Marketplace,Senior Analyst
2025-05-01,user_0101,2023-09-11,,Brazil,MLB,DevOps,IT,Analyst
2025-11-01,user_0395,2018-07-21,,Chile,MLC,Fulfillment,Shipping,Analyst
2025-08-01,user_0198,2018-08-15,,Chile,MLC,Operations,Shipping,Coordinator
2025-02-01,user_0660,2023-01-30,,Uruguay,MLU,FP&A,Finance,Senior Analyst
2025-03-01,user_0318,2023-06-23,,Brazil,MLB,Publisher,Advertising,Manager
2025-12-01,user_0760,2022-12-16,,Ecuador,MEC,Publisher,Advertising,Manager
2025-04-01,user_0709,2019-04-27,,Venezuela,MLV,Logistics,Shipping,Supervisor
2025-08-01,user_0416,2023-06-21,,Uruguay,MLU,Publisher,Advertising,Senior Analyst
2025-06-01,user_0622,2021-06-21,,Brazil,MLB,Infrastructure,IT,Data Engineer
2025-09-01,user_0474,2022-11-28,,Mexico,MLM,Insurance,Fintech,Specialist
2025-01-01,user_0462,2021-08-14,,Brazil,MLB,Performance,Advertising,Analyst
2025-12-01,user_0470,2022-11-18,,Peru,MPE,Logistics,Shipping,Coordinator
2025-09-01,user_0463,2024-03-03,,Mexico,MLM,Security,IT,DevOps Engineer
2025-12-01,user_0484,2018-12-02,,Argentina,MLA,Payments,Fintech,Senior Analyst
2025-09-01,user_0790,2020-04-06,,Colombia,MCO,Last Mile,Shipping,Analyst
2025-10-01,user_0145,2020-06-01,,Brazil,MLB,Product Analytics,Products,Researcher
2025-10-01,user_0490,2025-09-07,,United States,USA,Content,Marketing,Marketing Manager
2025-05-01,user_0169,2019-07-21,,Mexico,MLM,Operations,Shipping,Coordinator
2025-10-01,user_0642,2019-09-24,,Uruguay,MLU,Logistics,Shipping,Manager
2025-12-01,user_0067,2020-03-27,,Chile,MLC,Data Engineering,IT,Data Engineer
2025-02-01,user_0439,2019-10-05,,Chile,MLC,Sellers Growth,Marketplace,Analyst
2025-06-01,user_0657,2020-08-25,,Venezuela,MLV,AML,Risk & Compliance,Manager
2025-01-01,user_0795,2023-12-23,,Brazil,MLB,Agency,Advertising,Manager
2025-11-01,user_0002,2023-09-01,,Brazil,MLB,Logistics,Shipping,Representative
2025-01-01,user_0238,2021-04-23,,Chile,MLC,Treasury,Finance,Financial Analyst
2025-07-01,user_0400,2023-03-17,,Brazil,MLB,GMV Analytics,Marketplace,Senior Analyst
2025-09-01,user_0504,2018-06-27,,Brazil,MLB,Compensation,People,Manager
2025-01-01,user_0751,2021-03-24,,Brazil,MLB,Fraud Prevention,Fintech,Analyst
2025-07-01,user_0773,2024-08-15,,Mexico,MLM,Product Design,Products,UX Designer
2025-10-01,user_0157,2023-05-03,,Venezuela,MLV,Tax,Finance,Senior Analyst
2025-01-01,user_0608,2019-08-20,,Brazil,MLB,Sellers Growth,Marketplace,Senior Analyst
2025-11-01,user_0138,2022-09-29,,Mexico,MLM,Compliance,Risk & Compliance,Risk Analyst
2025-10-01,user_0253,2023-11-06,,Chile,MLC,Insurance,Fintech,Senior Analyst
2025-06-01,user_0705,2020-09-24,,Brazil,MLB,Catalog,Marketplace,Senior Analyst
2025-03-01,user_0112,2023-06-03,2025-08-15,Chile,MLC,Publisher,Advertising,Senior Analyst
2025-04-01,user_0694,2023-05-29,2025-11-02,Venezuela,MLV,Credit Risk,Risk & Compliance,Compliance Officer
2025-09-01,user_0419,2021-08-12,,Argentina,MLA,Buyers Experience,Marketplace,Manager
2025-10-01,user_0462,2021-08-14,,Brazil,MLB,Performance,Advertising,Analyst
2025-10-01,user_0254,2018-07-12,,Brazil,MLB,HR Business Partner,People,Manager
2025-01-01,user_0016,2019-10-24,,Argentina,MLA,UX Research,Products,UX Designer
2025-02-01,user_0386,2019-02-01,2025-07-27,Brazil,MLB,Payments,Fintech,Senior Analyst
2025-01-01,user_0051,2021-05-17,,Mexico,MLM,Fraud Prevention,Fintech,Senior Analyst
2025-07-01,user_0559,2021-07-02,,Brazil,MLB,Digital Marketing,Marketing,Senior Analyst
2025-07-01,user_0138,2022-09-29,,Mexico,MLM,Compliance,Risk & Compliance,Risk Analyst
2025-05-01,user_0230,2018-06-02,,Uruguay,MLU,Buyers Experience,Marketplace,Lead
2025-11-01,user_0134,2019-04-14,,United States,USA,Agency,Advertising,Account Manager
2025-12-01,user_0708,2024-11-11,,Ecuador,MEC,Product Design,Products,UX Designer
2025-11-01,user_0066,2022-09-23,,Argentina,MLA,Sellers Growth,Marketplace,Manager
2025-01-01,user_0650,2020-03-22,,Brazil,MLB,AML,Risk & Compliance,Manager
2025-11-01,user_0625,2018-05-13,,Brazil,MLB,GMV Analytics,Marketplace,Analyst
2025-12-01,user_0282,2024-09-15,,Argentina,MLA,GMV Analytics,Marketplace,Lead
2025-12-01,user_0526,2024-01-27,,Colombia,MCO,Sellers Growth,Marketplace,Coordinator
2025-02-01,user_0154,2018-10-07,,Mexico,MLM,Product Management,Products,Product Analyst
2025-10-01,user_0133,2024-07-25,,Argentina,MLA,Buyers Experience,Marketplace,Manager
2025-04-01,user_0655,2018-10-18,,Argentina,MLA,Digital Marketing,Marketing,Marketing Manager
2025-04-01,user_0638,2025-03-18,,Mexico,MLM,GMV Analytics,Marketplace,Manager
2025-06-01,user_0609,2021-01-26,,Uruguay,MLU,Fulfillment,Shipping,Analyst
2025-06-01,user_0638,2025-03-18,,Mexico,MLM,GMV Analytics,Marketplace,Manager
2025-04-01,user_0052,2020-05-25,,Argentina,MLA,Insurance,Fintech,Risk Analyst
2025-09-01,user_0785,2022-10-20,,Argentina,MLA,Data Engineering,IT,Analyst
2025-02-01,user_0048,2019-04-19,,Argentina,MLA,DevOps,IT,Manager
2025-09-01,user_0599,2025-07-17,,Chile,MLC,Treasury,Finance,Financial Analyst
2025-05-01,user_0129,2019-12-15,,Brazil,MLB,Operations,Shipping,Supervisor
2025-12-01,user_0031,2020-08-21,,Brazil,MLB,Performance,Advertising,Analyst
2025-10-01,user_0244,2018-01-13,,Chile,MLC,Payments,Fintech,Risk Analyst
2025-07-01,user_0114,2021-03-18,,Chile,MLC,Digital Marketing,Marketing,Specialist
2025-02-01,user_0374,2018-11-15,,Brazil,MLB,AML,Risk & Compliance,Senior Analyst
2025-06-01,user_0089,2020-07-09,,Chile,MLC,Accounting,Finance,Controller
2025-03-01,user_0714,2019-03-28,,Mexico,MLM,Credit,Fintech,Manager
2025-01-01,user_0095,2020-10-30,,Argentina,MLA,Talent Acquisition,People,Manager
2025-09-01,user_0447,2020-03-13,,Venezuela,MLV,Content,Marketing,Analyst
2025-08-01,user_0180,2023-03-19,,Argentina,MLA,GMV Analytics,Marketplace,Senior Analyst
2025-05-01,user_0183,2022-02-16,,Argentina,MLA,Security,IT,Analyst
2025-10-01,user_0117,2022-02-07,,Argentina,MLA,Operations,Shipping,Coordinator
2025-11-01,user_0319,2022-10-26,,Chile,MLC,Logistics,Shipping,Supervisor
2025-08-01,user_0117,2022-02-07,,Argentina,MLA,Operations,Shipping,Coordinator
2025-01-01,user_0309,2023-02-17,,Brazil,MLB,Buyers Experience,Marketplace,Lead
2025-08-01,user_0029,2020-06-10,,Colombia,MCO,DevOps,IT,Software Engineer
2025-09-01,user_0674,2018-07-31,,Mexico,MLM,Catalog,Marketplace,Lead
2025-07-01,user_0141,2025-05-20,,Mexico,MLM,Digital Marketing,Marketing,Marketing Manager
2025-08-01,user_0686,2019-06-17,,Chile,MLC,Digital Marketing,Marketing,Analyst
2025-03-01,user_0139,2020-05-21,,United States,USA,Compliance,Risk & Compliance,Risk Analyst
2025-05-01,user_0205,2021-07-31,,Mexico,MLM,Operations,Shipping,Analyst
2025-12-01,user_0272,2022-04-03,,Brazil,MLB,Product Design,Products,Product Manager
2025-06-01,user_0796,2019-08-29,,Uruguay,MLU,Talent Acquisition,People,Recruiter
2025-06-01,user_0650,2020-03-22,,Brazil,MLB,AML,Risk & Compliance,Manager
2025-02-01,user_0523,2021-11-01,2025-05-03,Brazil,MLB,Infrastructure,IT,Analyst
2025-03-01,user_0043,2021-09-22,,Venezuela,MLV,FP&A,Finance,Senior Analyst
2025-04-01,user_0537,2023-09-22,,Chile,MLC,Operational Risk,Risk & Compliance,Manager
2025-07-01,user_0593,2022-12-17,,Brazil,MLB,Insurance,Fintech,Specialist
2025-11-01,user_0320,2021-11-08,,Argentina,MLA,Credit,Fintech,Specialist
2025-01-01,user_0243,2024-04-28,2025-09-25,Argentina,MLA,Buyers Experience,Marketplace,Lead
2025-05-01,user_0316,2021-08-12,,Peru,MPE,Buyers Experience,Marketplace,Senior Analyst
2025-11-01,user_0682,2021-12-20,,Argentina,MLA,Brand,Advertising,Analyst
2025-04-01,user_0249,2019-04-08,2025-09-03,Brazil,MLB,Performance,Advertising,Manager
2025-04-01,user_0050,2022-07-31,,Mexico,MLM,Product Design,Products,Product Analyst
2025-11-01,user_0586,2024-10-03,,Argentina,MLA,Talent Acquisition,People,Recruiter
